,block,RT,image,position,response,order,environment,condition,location,binary,label,group
382,83,342,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray,small
383,84,291,ashtray12,14,1,1,ashtray,a,outdoor,1,ashtray,small
384,85,511,ashtray08,18,1,1,ashtray,a,outdoor,1,ashtray,small
385,86,460,mug07,19,-1,1,mug,a,outdoor,0,mug,small
386,87,445,mug13,13,-1,1,mug,a,outdoor,0,mug,small
387,88,1138,mug18,8,1,1,mug,a,outdoor,1,mug,small
388,89,992,mug16,10,1,1,mug,a,outdoor,1,mug,small
389,90,797,mug04,22,-1,1,mug,a,outdoor,0,mug,small
390,91,532,axe10,16,1,1,axe,a,outdoor,1,axe,small
391,92,172,axe11,15,1,1,axe,a,outdoor,1,axe,small
392,93,180,axe05,21,1,1,axe,a,outdoor,1,axe,small
393,94,311,axe02,24,-1,1,axe,a,outdoor,0,axe,small
394,95,335,axe15,11,1,1,axe,a,outdoor,1,axe,small
395,96,263,package23,3,1,1,package,a,outdoor,1,package,small
396,97,170,package21,5,1,1,package,a,outdoor,1,package,small
397,98,267,package19,7,1,1,package,a,outdoor,1,package,small
398,99,259,package14,12,1,1,package,a,outdoor,1,package,small
399,100,192,package20,6,1,1,package,a,outdoor,1,package,small
400,1,567,soap18,8,-1,1,soap,a,indoor,0,soap,small
401,2,827,soap24,2,1,1,soap,a,indoor,1,soap,small
402,3,67,soap03,23,-1,1,soap,a,indoor,0,soap,small
403,4,937,soap09,17,1,1,soap,a,indoor,1,soap,small
404,5,470,soap05,21,-1,1,soap,a,indoor,0,soap,small
405,6,793,microwave10,16,-1,1,microwave,a,indoor,0,microwave,big
406,7,1287,microwave21,5,1,1,microwave,a,indoor,1,microwave,big
407,8,1605,microwave23,3,-1,1,microwave,a,indoor,0,microwave,big
408,9,1240,microwave02,24,-1,1,microwave,a,indoor,0,microwave,big
409,10,513,microwave08,18,-1,1,microwave,a,indoor,0,microwave,big
410,11,1254,lamp14,12,-1,1,lamp,a,indoor,0,lamp,small
411,12,543,lamp04,22,-1,1,lamp,a,indoor,0,lamp,small
412,13,904,lamp25,1,1,1,lamp,a,indoor,1,lamp,small
413,15,1473,lamp15,11,-1,1,lamp,a,indoor,0,lamp,small
414,18,1536,firealarm07,19,1,1,firealarm,a,indoor,1,firealarm,small
415,19,1829,firealarm19,7,1,1,firealarm,a,indoor,1,firealarm,small
416,20,477,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm,small
417,21,1258,candle11,15,-1,1,candle,a,indoor,0,candle,small
418,22,2222,candle17,9,-1,1,candle,a,indoor,0,candle,small
419,23,548,candle06,20,-1,1,candle,a,indoor,0,candle,small
420,24,2717,candle16,10,-1,1,candle,a,indoor,0,candle,small
421,25,1038,candle13,13,-1,1,candle,a,indoor,0,candle,small
422,26,1877,vase25,1,1,1,vase,a,indoor,1,vase,small
423,28,651,vase21,5,-1,1,vase,a,indoor,0,vase,small
424,29,425,vase22,4,1,1,vase,a,indoor,1,vase,small
425,30,1161,vase04,22,-1,1,vase,a,indoor,0,vase,small
426,31,383,kettle12,14,-1,1,kettle,a,indoor,0,kettle,small
427,33,401,kettle23,3,1,1,kettle,a,indoor,1,kettle,small
428,34,688,kettle03,23,-1,1,kettle,a,indoor,0,kettle,small
429,35,1122,kettle01,25,1,1,kettle,a,indoor,1,kettle,small
430,37,1124,dvdplayer20,6,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
431,38,332,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
432,39,374,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
433,41,993,mouse14,12,1,1,mouse,a,indoor,1,mouse,small
434,42,1496,mouse24,2,1,1,mouse,a,indoor,1,mouse,small
435,43,537,mouse09,17,1,1,mouse,a,indoor,1,mouse,small
436,44,2,mouse10,16,1,1,mouse,a,indoor,1,mouse,small
437,45,1346,mouse06,20,1,1,mouse,a,indoor,1,mouse,small
438,46,895,pottedplant16,10,-1,1,pottedplant,a,indoor,0,pottedplant,small
439,47,552,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant,small
440,48,538,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant,small
441,49,1124,pottedplant15,11,1,1,pottedplant,a,indoor,1,pottedplant,small
442,50,107,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant,small
443,51,564,pitchfork20,6,-1,1,pitchfork,a,outdoor,0,pitchfork,small
444,52,1485,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork,small
445,53,542,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork,small
446,54,43,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork,small
447,56,957,bird15,11,-1,1,bird,a,outdoor,0,bird,small
448,57,1001,bird19,7,-1,1,bird,a,outdoor,0,bird,small
449,58,960,bird01,25,-1,1,bird,a,outdoor,0,bird,small
450,59,745,bird23,3,1,1,bird,a,outdoor,1,bird,small
451,60,538,bird08,18,1,1,bird,a,outdoor,1,bird,small
452,62,1709,mailbox06,20,1,1,mailbox,a,outdoor,1,mailbox,small
453,64,1629,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox,small
454,65,2760,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox,small
455,66,894,frog24,2,1,1,frog,a,outdoor,1,frog,small
456,67,600,frog16,10,1,1,frog,a,outdoor,1,frog,small
457,68,484,frog05,21,1,1,frog,a,outdoor,1,frog,small
458,69,209,frog25,1,-1,1,frog,a,outdoor,0,frog,small
459,70,576,frog03,23,1,1,frog,a,outdoor,1,frog,small
460,71,2521,cactus07,19,1,1,cactus,a,outdoor,1,cactus,big
461,72,1448,cactus13,13,1,1,cactus,a,outdoor,1,cactus,big
462,73,850,cactus10,16,1,1,cactus,a,outdoor,1,cactus,big
463,74,894,cactus17,9,-1,1,cactus,a,outdoor,0,cactus,big
464,75,2399,cactus02,24,-1,1,cactus,a,outdoor,0,cactus,big
465,76,2752,bottle22,4,1,1,bottle,a,outdoor,1,bottle,big
466,77,1024,bottle24,2,1,1,bottle,a,outdoor,1,bottle,big
467,79,903,bottle25,1,1,1,bottle,a,outdoor,1,bottle,big
468,80,1561,bottle06,20,1,1,bottle,a,outdoor,1,bottle,big
469,81,109,ashtray17,9,1,1,ashtray,a,outdoor,1,ashtray,small
470,82,1060,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray,small
471,83,931,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray,small
472,84,1241,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray,small
473,85,934,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray,small
474,86,1356,mug07,19,1,1,mug,a,outdoor,1,mug,small
475,87,1606,mug13,13,-1,1,mug,a,outdoor,0,mug,small
476,88,536,mug18,8,1,1,mug,a,outdoor,1,mug,small
477,89,2072,mug16,10,-1,1,mug,a,outdoor,0,mug,small
478,90,1713,mug04,22,1,1,mug,a,outdoor,1,mug,small
479,91,960,axe10,16,-1,1,axe,a,outdoor,0,axe,small
480,92,1134,axe11,15,-1,1,axe,a,outdoor,0,axe,small
481,93,568,axe05,21,-1,1,axe,a,outdoor,0,axe,small
482,94,993,axe02,24,1,1,axe,a,outdoor,1,axe,small
483,95,658,axe15,11,1,1,axe,a,outdoor,1,axe,small
484,96,709,package23,3,1,1,package,a,outdoor,1,package,small
485,97,387,package21,5,1,1,package,a,outdoor,1,package,small
486,98,1115,package19,7,-1,1,package,a,outdoor,0,package,small
487,99,1727,package14,12,-1,1,package,a,outdoor,0,package,small
488,1,2532,soap18,8,-1,1,soap,a,indoor,0,soap,small
489,2,144,soap24,2,1,1,soap,a,indoor,1,soap,small
490,3,569,soap03,23,1,1,soap,a,indoor,1,soap,small
491,4,486,soap09,17,1,1,soap,a,indoor,1,soap,small
492,5,1,soap05,21,1,1,soap,a,indoor,1,soap,small
493,6,167,microwave10,16,-1,1,microwave,a,indoor,0,microwave,big
494,7,2272,microwave21,5,1,1,microwave,a,indoor,1,microwave,big
495,8,1060,microwave23,3,-1,1,microwave,a,indoor,0,microwave,big
496,9,680,microwave02,24,1,1,microwave,a,indoor,1,microwave,big
497,10,671,microwave08,18,-1,1,microwave,a,indoor,0,microwave,big
498,11,2024,lamp14,12,1,1,lamp,a,indoor,1,lamp,small
499,12,1113,lamp04,22,-1,1,lamp,a,indoor,0,lamp,small
500,14,651,lamp20,6,1,1,lamp,a,indoor,1,lamp,small
501,15,229,lamp15,11,-1,1,lamp,a,indoor,0,lamp,small
502,16,80,firealarm22,4,1,1,firealarm,a,indoor,1,firealarm,small
503,17,134,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm,small
504,18,72,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm,small
505,19,234,firealarm19,7,1,1,firealarm,a,indoor,1,firealarm,small
506,20,107,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm,small
507,21,74,candle11,15,1,1,candle,a,indoor,1,candle,small
508,23,796,candle06,20,-1,1,candle,a,indoor,0,candle,small
509,24,1689,candle16,10,-1,1,candle,a,indoor,0,candle,small
510,25,56,candle13,13,-1,1,candle,a,indoor,0,candle,small
511,26,97,vase25,1,-1,1,vase,a,indoor,0,vase,small
512,27,89,vase17,9,1,1,vase,a,indoor,1,vase,small
513,28,894,vase21,5,-1,1,vase,a,indoor,0,vase,small
514,29,7,vase22,4,1,1,vase,a,indoor,1,vase,small
515,30,113,vase04,22,1,1,vase,a,indoor,1,vase,small
516,32,158,kettle19,7,1,1,kettle,a,indoor,1,kettle,small
517,33,548,kettle23,3,-1,1,kettle,a,indoor,0,kettle,small
518,34,126,kettle03,23,-1,1,kettle,a,indoor,0,kettle,small
519,36,60,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
520,37,173,dvdplayer20,6,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
521,38,188,dvdplayer13,13,1,1,dvdplayer,a,indoor,1,dvdplayer,big
522,39,1212,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
523,40,119,dvdplayer05,21,1,1,dvdplayer,a,indoor,1,dvdplayer,big
524,41,329,mouse14,12,1,1,mouse,a,indoor,1,mouse,small
525,42,162,mouse24,2,-1,1,mouse,a,indoor,0,mouse,small
526,43,935,mouse09,17,-1,1,mouse,a,indoor,0,mouse,small
527,44,517,mouse10,16,1,1,mouse,a,indoor,1,mouse,small
528,45,866,mouse06,20,-1,1,mouse,a,indoor,0,mouse,small
529,46,556,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant,small
530,47,1834,pottedplant18,8,-1,1,pottedplant,a,indoor,0,pottedplant,small
531,48,2683,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant,small
532,49,576,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant,small
533,50,203,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant,small
534,51,1820,pitchfork20,6,-1,1,pitchfork,a,outdoor,0,pitchfork,small
535,52,526,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork,small
536,54,707,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork,small
537,55,122,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork,small
538,56,82,bird15,11,1,1,bird,a,outdoor,1,bird,small
539,57,201,bird19,7,-1,1,bird,a,outdoor,0,bird,small
540,58,89,bird01,25,-1,1,bird,a,outdoor,0,bird,small
541,60,2055,bird08,18,-1,1,bird,a,outdoor,0,bird,small
542,61,2883,mailbox14,12,1,1,mailbox,a,outdoor,1,mailbox,small
543,62,1379,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox,small
544,63,645,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox,small
545,64,483,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox,small
546,65,344,mailbox21,5,-1,1,mailbox,a,outdoor,0,mailbox,small
547,66,149,frog24,2,-1,1,frog,a,outdoor,0,frog,small
548,67,285,frog16,10,-1,1,frog,a,outdoor,0,frog,small
549,68,217,frog05,21,-1,1,frog,a,outdoor,0,frog,small
550,69,143,frog25,1,1,1,frog,a,outdoor,1,frog,small
551,70,68,frog03,23,-1,1,frog,a,outdoor,0,frog,small
552,71,76,cactus07,19,1,1,cactus,a,outdoor,1,cactus,big
553,72,2363,cactus13,13,-1,1,cactus,a,outdoor,0,cactus,big
554,73,349,cactus10,16,-1,1,cactus,a,outdoor,0,cactus,big
555,75,2723,cactus02,24,1,1,cactus,a,outdoor,1,cactus,big
556,76,117,bottle22,4,1,1,bottle,a,outdoor,1,bottle,big
557,77,164,bottle24,2,-1,1,bottle,a,outdoor,0,bottle,big
558,80,58,bottle06,20,-1,1,bottle,a,outdoor,0,bottle,big
559,82,113,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray,small
560,84,109,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray,small
561,85,258,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray,small
562,86,120,mug07,19,-1,1,mug,a,outdoor,0,mug,small
563,87,467,mug13,13,1,1,mug,a,outdoor,1,mug,small
564,88,178,mug18,8,-1,1,mug,a,outdoor,0,mug,small
565,89,101,mug16,10,-1,1,mug,a,outdoor,0,mug,small
566,92,213,axe11,15,-1,1,axe,a,outdoor,0,axe,small
567,93,98,axe05,21,-1,1,axe,a,outdoor,0,axe,small
568,94,170,axe02,24,1,1,axe,a,outdoor,1,axe,small
569,96,604,package23,3,1,1,package,a,outdoor,1,package,small
570,97,264,package21,5,-1,1,package,a,outdoor,0,package,small
571,100,221,package20,6,-1,1,package,a,outdoor,0,package,small
572,1,293,soap18,8,-1,1,soap,a,indoor,0,soap,small
573,2,387,soap24,2,-1,1,soap,a,indoor,0,soap,small
574,3,410,soap03,23,-1,1,soap,a,indoor,0,soap,small
575,4,448,soap09,17,-1,1,soap,a,indoor,0,soap,small
576,6,1027,microwave10,16,-1,1,microwave,a,indoor,0,microwave,big
577,7,767,microwave21,5,1,1,microwave,a,indoor,1,microwave,big
578,8,1116,microwave23,3,1,1,microwave,a,indoor,1,microwave,big
579,9,726,microwave02,24,-1,1,microwave,a,indoor,0,microwave,big
580,10,414,microwave08,18,-1,1,microwave,a,indoor,0,microwave,big
581,11,975,lamp14,12,-1,1,lamp,a,indoor,0,lamp,small
582,12,254,lamp04,22,-1,1,lamp,a,indoor,0,lamp,small
583,13,996,lamp25,1,1,1,lamp,a,indoor,1,lamp,small
584,14,404,lamp20,6,1,1,lamp,a,indoor,1,lamp,small
585,15,338,lamp15,11,-1,1,lamp,a,indoor,0,lamp,small
586,16,870,firealarm22,4,1,1,firealarm,a,indoor,1,firealarm,small
587,17,890,firealarm12,14,1,1,firealarm,a,indoor,1,firealarm,small
588,18,1304,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm,small
589,19,835,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm,small
590,20,1710,firealarm01,25,1,1,firealarm,a,indoor,1,firealarm,small
591,21,519,candle11,15,-1,1,candle,a,indoor,0,candle,small
592,22,662,candle17,9,-1,1,candle,a,indoor,0,candle,small
593,23,367,candle06,20,-1,1,candle,a,indoor,0,candle,small
594,24,260,candle16,10,-1,1,candle,a,indoor,0,candle,small
595,25,2305,candle13,13,-1,1,candle,a,indoor,0,candle,small
596,26,1310,vase25,1,1,1,vase,a,indoor,1,vase,small
597,27,891,vase17,9,1,1,vase,a,indoor,1,vase,small
598,28,360,vase21,5,-1,1,vase,a,indoor,0,vase,small
599,29,1175,vase22,4,1,1,vase,a,indoor,1,vase,small
600,30,339,vase04,22,-1,1,vase,a,indoor,0,vase,small
601,31,996,kettle12,14,1,1,kettle,a,indoor,1,kettle,small
602,32,715,kettle19,7,-1,1,kettle,a,indoor,0,kettle,small
603,33,867,kettle23,3,1,1,kettle,a,indoor,1,kettle,small
604,34,457,kettle03,23,-1,1,kettle,a,indoor,0,kettle,small
605,35,1195,kettle01,25,-1,1,kettle,a,indoor,0,kettle,small
606,36,564,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
607,37,2097,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer,big
608,38,1092,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
609,39,378,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
610,40,477,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
611,41,863,mouse14,12,-1,1,mouse,a,indoor,0,mouse,small
612,42,818,mouse24,2,1,1,mouse,a,indoor,1,mouse,small
613,43,985,mouse09,17,-1,1,mouse,a,indoor,0,mouse,small
614,44,677,mouse10,16,-1,1,mouse,a,indoor,0,mouse,small
615,45,588,mouse06,20,-1,1,mouse,a,indoor,0,mouse,small
616,46,406,pottedplant16,10,-1,1,pottedplant,a,indoor,0,pottedplant,small
617,47,2430,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant,small
618,48,551,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant,small
619,49,801,pottedplant15,11,1,1,pottedplant,a,indoor,1,pottedplant,small
620,50,626,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant,small
621,51,271,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork,small
622,52,723,pitchfork04,22,1,1,pitchfork,a,outdoor,1,pitchfork,small
623,53,1815,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork,small
624,54,262,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork,small
625,55,835,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork,small
626,56,635,bird15,11,-1,1,bird,a,outdoor,0,bird,small
627,57,1096,bird19,7,1,1,bird,a,outdoor,1,bird,small
628,58,708,bird01,25,-1,1,bird,a,outdoor,0,bird,small
629,59,244,bird23,3,1,1,bird,a,outdoor,1,bird,small
630,60,1301,bird08,18,1,1,bird,a,outdoor,1,bird,small
631,61,1067,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox,small
632,62,702,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox,small
633,63,1570,mailbox11,15,1,1,mailbox,a,outdoor,1,mailbox,small
634,64,1162,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox,small
635,65,1137,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox,small
636,66,650,frog24,2,1,1,frog,a,outdoor,1,frog,small
637,67,311,frog16,10,-1,1,frog,a,outdoor,0,frog,small
638,68,2632,frog05,21,1,1,frog,a,outdoor,1,frog,small
639,69,336,frog25,1,-1,1,frog,a,outdoor,0,frog,small
640,70,656,frog03,23,-1,1,frog,a,outdoor,0,frog,small
641,71,883,cactus07,19,-1,1,cactus,a,outdoor,0,cactus,big
642,72,1855,cactus13,13,1,1,cactus,a,outdoor,1,cactus,big
643,73,1656,cactus10,16,1,1,cactus,a,outdoor,1,cactus,big
644,74,325,cactus17,9,-1,1,cactus,a,outdoor,0,cactus,big
645,75,1392,cactus02,24,1,1,cactus,a,outdoor,1,cactus,big
646,76,1238,bottle22,4,1,1,bottle,a,outdoor,1,bottle,big
647,77,390,bottle24,2,1,1,bottle,a,outdoor,1,bottle,big
648,78,699,bottle03,23,1,1,bottle,a,outdoor,1,bottle,big
649,79,1763,bottle25,1,1,1,bottle,a,outdoor,1,bottle,big
650,80,887,bottle06,20,1,1,bottle,a,outdoor,1,bottle,big
651,81,461,ashtray17,9,-1,1,ashtray,a,outdoor,0,ashtray,small
652,82,292,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray,small
653,83,874,ashtray01,25,1,1,ashtray,a,outdoor,1,ashtray,small
654,84,330,ashtray12,14,1,1,ashtray,a,outdoor,1,ashtray,small
655,85,292,ashtray08,18,1,1,ashtray,a,outdoor,1,ashtray,small
656,86,1041,mug07,19,1,1,mug,a,outdoor,1,mug,small
657,88,294,mug18,8,1,1,mug,a,outdoor,1,mug,small
658,89,204,mug16,10,-1,1,mug,a,outdoor,0,mug,small
659,90,489,mug04,22,-1,1,mug,a,outdoor,0,mug,small
660,91,624,axe10,16,1,1,axe,a,outdoor,1,axe,small
661,92,286,axe11,15,-1,1,axe,a,outdoor,0,axe,small
662,93,1174,axe05,21,-1,1,axe,a,outdoor,0,axe,small
663,94,309,axe02,24,-1,1,axe,a,outdoor,0,axe,small
664,95,1157,axe15,11,1,1,axe,a,outdoor,1,axe,small
665,96,651,package23,3,1,1,package,a,outdoor,1,package,small
666,97,1008,package21,5,1,1,package,a,outdoor,1,package,small
667,98,1107,package19,7,1,1,package,a,outdoor,1,package,small
668,99,321,package14,12,1,1,package,a,outdoor,1,package,small
669,100,728,package20,6,-1,1,package,a,outdoor,0,package,small
670,1,213,soap18,8,-1,1,soap,a,indoor,0,soap,small
671,2,368,soap24,2,-1,1,soap,a,indoor,0,soap,small
672,3,635,soap03,23,-1,1,soap,a,indoor,0,soap,small
673,4,609,soap09,17,-1,1,soap,a,indoor,0,soap,small
674,5,546,soap05,21,-1,1,soap,a,indoor,0,soap,small
675,6,588,microwave10,16,-1,1,microwave,a,indoor,0,microwave,big
676,7,12,microwave21,5,-1,1,microwave,a,indoor,0,microwave,big
677,8,1166,microwave23,3,-1,1,microwave,a,indoor,0,microwave,big
678,9,432,microwave02,24,-1,1,microwave,a,indoor,0,microwave,big
679,10,370,microwave08,18,-1,1,microwave,a,indoor,0,microwave,big
680,11,29,lamp14,12,1,1,lamp,a,indoor,1,lamp,small
681,12,367,lamp04,22,-1,1,lamp,a,indoor,0,lamp,small
682,13,267,lamp25,1,1,1,lamp,a,indoor,1,lamp,small
683,14,318,lamp20,6,-1,1,lamp,a,indoor,0,lamp,small
684,15,297,lamp15,11,-1,1,lamp,a,indoor,0,lamp,small
685,16,680,firealarm22,4,-1,1,firealarm,a,indoor,0,firealarm,small
686,17,275,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm,small
687,18,394,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm,small
688,19,1957,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm,small
689,20,996,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm,small
690,21,412,candle11,15,-1,1,candle,a,indoor,0,candle,small
691,22,567,candle17,9,-1,1,candle,a,indoor,0,candle,small
692,23,261,candle06,20,-1,1,candle,a,indoor,0,candle,small
693,24,277,candle16,10,-1,1,candle,a,indoor,0,candle,small
694,25,515,candle13,13,-1,1,candle,a,indoor,0,candle,small
695,26,241,vase25,1,1,1,vase,a,indoor,1,vase,small
696,27,127,vase17,9,1,1,vase,a,indoor,1,vase,small
697,28,226,vase21,5,-1,1,vase,a,indoor,0,vase,small
698,29,151,vase22,4,-1,1,vase,a,indoor,0,vase,small
699,30,2461,vase04,22,-1,1,vase,a,indoor,0,vase,small
700,31,434,kettle12,14,-1,1,kettle,a,indoor,0,kettle,small
701,33,313,kettle23,3,-1,1,kettle,a,indoor,0,kettle,small
702,34,436,kettle03,23,-1,1,kettle,a,indoor,0,kettle,small
703,35,492,kettle01,25,-1,1,kettle,a,indoor,0,kettle,small
704,36,720,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
705,37,1040,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer,big
706,38,399,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
707,39,505,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
708,40,425,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer,big
709,41,610,mouse14,12,-1,1,mouse,a,indoor,0,mouse,small
710,42,827,mouse24,2,1,1,mouse,a,indoor,1,mouse,small
711,43,279,mouse09,17,-1,1,mouse,a,indoor,0,mouse,small
712,44,634,mouse10,16,-1,1,mouse,a,indoor,0,mouse,small
713,45,352,mouse06,20,-1,1,mouse,a,indoor,0,mouse,small
714,46,222,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant,small
715,47,6,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant,small
716,48,1111,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant,small
717,49,271,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant,small
718,50,561,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant,small
719,51,328,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork,small
720,52,703,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork,small
721,53,1426,pitchfork22,4,-1,1,pitchfork,a,outdoor,0,pitchfork,small
722,54,231,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork,small
723,55,212,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork,small
724,56,2501,bird15,11,-1,1,bird,a,outdoor,0,bird,small
725,57,280,bird19,7,-1,1,bird,a,outdoor,0,bird,small
726,58,452,bird01,25,-1,1,bird,a,outdoor,0,bird,small
727,59,323,bird23,3,1,1,bird,a,outdoor,1,bird,small
728,60,254,bird08,18,1,1,bird,a,outdoor,1,bird,small
729,61,254,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox,small
730,62,226,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox,small
731,63,336,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox,small
732,64,532,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox,small
733,65,256,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox,small
734,66,285,frog24,2,-1,1,frog,a,outdoor,0,frog,small
735,67,744,frog16,10,-1,1,frog,a,outdoor,0,frog,small
736,68,871,frog05,21,-1,1,frog,a,outdoor,0,frog,small
737,69,253,frog25,1,-1,1,frog,a,outdoor,0,frog,small
738,70,158,frog03,23,1,1,frog,a,outdoor,1,frog,small
739,71,813,cactus07,19,1,1,cactus,a,outdoor,1,cactus,big
740,72,608,cactus13,13,1,1,cactus,a,outdoor,1,cactus,big
741,73,350,cactus10,16,1,1,cactus,a,outdoor,1,cactus,big
742,74,282,cactus17,9,1,1,cactus,a,outdoor,1,cactus,big
743,75,265,cactus02,24,-1,1,cactus,a,outdoor,0,cactus,big
744,76,924,bottle22,4,-1,1,bottle,a,outdoor,0,bottle,big
745,77,306,bottle24,2,-1,1,bottle,a,outdoor,0,bottle,big
746,78,315,bottle03,23,1,1,bottle,a,outdoor,1,bottle,big
747,79,1265,bottle25,1,-1,1,bottle,a,outdoor,0,bottle,big
748,80,1359,bottle06,20,-1,1,bottle,a,outdoor,0,bottle,big
749,81,333,ashtray17,9,1,1,ashtray,a,outdoor,1,ashtray,small
750,82,255,ashtray09,17,1,1,ashtray,a,outdoor,1,ashtray,small
751,83,553,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray,small
